timestamp,location,price,last4ccnum
13,Brew've Been Served,18.71,4795
13,Hallowed Grounds,5.85,9405
13,Brew've Been Served,19.64,7354
13,Hallowed Grounds,19.18,7108
13,Coffee Cameleon,17.49,2418
13,Brew've Been Served,6.08,5407
13,Brew've Been Served,9.53,4948
13,Brew've Been Served,78.23,3484
13,Hallowed Grounds,6.32,6691
13,Brew've Been Served,13.37,8411
13,Kronos Mart,159.06,6816
13,Coffee Cameleon,4.88,7253
13,Brew've Been Served,16.05,4434
13,Hallowed Grounds,55.96,2681
13,Brew've Been Served,11.49,1286
13,Coffee Cameleon,17.76,2142
13,Abila Airport,3617.47,9220
13,Brew've Been Served,13.19,6901
13,Brew've Been Served,6.69,7819
13,Brew've Been Served,19.89,8202
13,Kronos Pipe and Irrigation,2892.74,9220
13,Nationwide Refinery,204.58,9735
13,Maximum Iron and Steel,689.85,9220
13,Coffee Shack,4.09,7117
13,Bean There Done That,7.93,1415
13,Bean There Done That,98.02,9635
13,Brewed Awakenings,12.69,7688
13,Jack's Magical Beans,18.31,6899
13,Brewed Awakenings,56.4,2540
13,Bean There Done That,19.56,1877
13,Brewed Awakenings,16.25,8332
13,Bean There Done That,5.54,1321
13,Bean There Done That,10.37,1874
13,Bean There Done That,15.24,9617
13,Bean There Done That,18.59,6895
13,Carlyle Chemical Inc.,1718.96,9220
13,Jack's Magical Beans,5.22,9241
13,Jack's Magical Beans,9.64,8156
13,Jack's Magical Beans,17.52,2463
13,Abila Airport,4417.03,8642
13,Hippokampos,17.17,4434
13,Ouzeri Elian,19.82,9220
13,Gelatogalore,32.83,8156
13,U-Pump,55.25,9551
13,Gelatogalore,46.45,8332
13,Abila Zacharo,79.95,6816
13,Abila Zacharo,64.5,1286
13,Katerina’s Café,38.98,2418
13,Hippokampos,35.73,7253
13,Abila Zacharo,8.72,9683
13,Hippokampos,30.51,9551
13,Guy's Gyros,27.49,2540
13,Katerina’s Café,26.15,6899
13,Abila Zacharo,27.3,1321
13,Hippokampos,59.9,7354
13,Katerina’s Café,17.21,9405
13,Ouzeri Elian,95.03,4795
13,Guy's Gyros,37.37,2142
13,Katerina’s Café,8.29,1874
13,Guy's Gyros,29.25,2463
13,Gelatogalore,36.93,1415
13,Abila Zacharo,11.99,9635
13,Abila Zacharo,116.32,3853
13,Ouzeri Elian,8.32,1310
13,Katerina’s Café,24.26,3492
13,Hippokampos,91.97,7384
13,Abila Zacharo,17.41,7819
13,Guy's Gyros,21.03,8411
13,Katerina’s Café,29.55,3547
13,Kalami Kafenion,20.33,5368
13,Guy's Gyros,38.07,7117
13,Gelatogalore,36.24,8202
13,Gelatogalore,117.17,2681
13,Hippokampos,25.09,9617
13,Ouzeri Elian,29.75,1877
13,Guy's Gyros,12.76,6901
13,Hippokampos,26.96,4948
13,Guy's Gyros,116.87,8129
13,Abila Airport,2228.08,8642
13,Frydos Autosupply n' More,10000,9551
13,Shoppers' Delight,216.43,3853
13,Ouzeri Elian,28.75,9551
13,Frydos Autosupply n' More,188.57,8129
13,Katerina’s Café,89.83,3547
13,Frydos Autosupply n' More,64.6,8411
13,Katerina’s Café,30.84,6691
13,Guy's Gyros,22.34,7354
13,Guy's Gyros,20.47,4795
13,Guy's Gyros,36.89,7384
13,Guy's Gyros,15.84,7819
13,Katerina’s Café,35.7,2142
13,Katerina’s Café,91.36,1310
13,Albert's Fine Clothing,288,7688
13,Hippokampos,29.22,2463
13,Hippokampos,31.59,1415
13,Albert's Fine Clothing,49.48,1321
13,Guy's Gyros,88.57,1286
13,Ouzeri Elian,21.83,2681
13,Katerina’s Café,93.57,5407
13,Guy's Gyros,15.55,9683
13,Shoppers' Delight,144.4,6901
13,Katerina’s Café,22.24,7253
13,Katerina’s Café,55.82,7889
13,Guy's Gyros,37.5,7108
13,Katerina’s Café,27.59,1874
13,Guy's Gyros,19.77,5368
13,Frydos Autosupply n' More,202.05,2418
13,Hippokampos,31.47,8332
13,Hippokampos,32.29,7117
13,Katerina’s Café,33.11,9405
13,Hippokampos,99.63,8156
14,Brew've Been Served,14.67,5368
14,Brew've Been Served,4.72,4795
14,Hallowed Grounds,10.75,7889
14,Brew've Been Served,7.31,7354
14,Coffee Cameleon,9.8,3547
14,Brew've Been Served,5.87,9683
14,Hallowed Grounds,4.59,1310
14,Hallowed Grounds,16.67,8129
14,Brew've Been Served,14.04,4948
14,Hallowed Grounds,13,7108
14,Brew've Been Served,10.96,3484
14,Brew've Been Served,16.53,9405
14,Brew've Been Served,6.45,3853
14,Coffee Cameleon,11.67,2418
14,Coffee Cameleon,15.63,7253
14,Brew've Been Served,9.53,8202
14,Brew've Been Served,8.24,7384
14,Brew've Been Served,3.66,6816
14,Hallowed Grounds,19.99,1874
14,Hallowed Grounds,50.21,9617
14,Coffee Cameleon,7.84,2142
14,Brew've Been Served,11.94,7819
14,Brew've Been Served,3.21,1286
14,Brew've Been Served,16.39,5407
14,Hallowed Grounds,39.52,3492
14,Hallowed Grounds,10.65,2681
14,Brew've Been Served,11.53,8411
14,Brew've Been Served,12.31,6901
14,Hallowed Grounds,6.16,6691
14,Kronos Mart,58.85,6899
14,Carlyle Chemical Inc.,3630.57,7792
14,Nationwide Refinery,965.72,9735
14,Stewart and Sons Fabrication,600.19,3506
14,Nationwide Refinery,570.95,7792
14,Stewart and Sons Fabrication,278.52,9735
14,Coffee Shack,3.63,7117
14,Bean There Done That,7.28,1415
14,Bean There Done That,19.37,9635
14,Brewed Awakenings,17.14,7688
14,Brewed Awakenings,8.3,2540
14,Bean There Done That,14.56,1877
14,Brewed Awakenings,11.35,8332
14,Bean There Done That,67.82,1321
14,Bean There Done That,5.9,6895
14,Jack's Magical Beans,63.36,9241
14,Jack's Magical Beans,95.7,8156
14,Abila Airport,228.41,8642
14,Nationwide Refinery,1341.01,3506
14,Abila Airport,3379.21,2276
14,Katerina’s Café,29.12,8156
14,Hippokampos,36.01,7253
14,Chostus Hotel,109.54,2540
14,Katerina’s Café,34.45,7792
14,Chostus Hotel,113.08,9683
14,Katerina’s Café,10.03,6895
14,Kalami Kafenion,17.38,9635
14,Kalami Kafenion,15.15,8332
14,Hippokampos,23.69,7688
14,Gelatogalore,27.26,7384
14,Gelatogalore,32.82,2142
14,Katerina’s Café,20.95,7354
14,Gelatogalore,39.17,2463
14,Katerina’s Café,29.1,4795
14,Abila Zacharo,31.09,8411
14,Abila Zacharo,15.26,9405
14,Guy's Gyros,13.27,1415
14,Hippokampos,19.07,3853
14,Abila Zacharo,10.24,1310
14,Abila Zacharo,8.41,6816
14,Ouzeri Elian,107.32,3484
14,Kalami Kafenion,33.13,5407
14,Ouzeri Elian,79.58,6899
14,Katerina’s Café,75.46,3547
14,Hippokampos,98.81,7889
14,Kalami Kafenion,23.1,3492
14,Katerina’s Café,31.69,6691
14,Guy's Gyros,16.35,1874
14,Gelatogalore,70.98,1877
14,Guy's Gyros,38.26,9617
14,Kalami Kafenion,27.65,4948
14,Kalami Kafenion,15.27,1321
14,Ouzeri Elian,62.3,7108
14,Ouzeri Elian,33.67,2681
14,Gelatogalore,35.97,5368
14,Hippokampos,17.18,6901
14,Katerina’s Café,33.54,7819
14,Guy's Gyros,50.4,1286
14,Ouzeri Elian,19.7,7117
14,Gelatogalore,102.03,8129
14,Abila Zacharo,24.87,4434
14,Abila Scrapyard,4277.4,2276
14,Hippokampos,16.73,8202
14,Carlyle Chemical Inc.,854.88,7792
14,Abila Airport,4918.39,8642
14,Octavio's Office Supplies,131.73,6816
14,Carlyle Chemical Inc.,3470.99,7792
14,Nationwide Refinery,4429.76,2276
14,Hippokampos,39.64,1415
14,Guy's Gyros,94.26,7108
14,Guy's Gyros,23.59,4795
14,Albert's Fine Clothing,50.77,3484
14,Katerina’s Café,91.8,7889
14,Katerina’s Café,27.67,8129
14,Guy's Gyros,18.11,6816
14,Guy's Gyros,35.12,5368
14,Katerina’s Café,36.95,3547
14,Guy's Gyros,12.96,7384
14,Katerina’s Café,31.94,5407
14,Hippokampos,9.55,2463
14,Guy's Gyros,10.85,3853
14,Katerina’s Café,12.65,1874
14,Guy's Gyros,25.28,7819
14,Ouzeri Elian,11.86,6899
14,Frydos Autosupply n' More,42.72,4434
14,Katerina’s Café,11.89,3492
14,Ouzeri Elian,24.06,9241
14,Katerina’s Café,46.61,8202
14,Frydos Autosupply n' More,146.74,6901
14,Ouzeri Elian,80.95,2681
14,Hippokampos,43.56,8332
14,Albert's Fine Clothing,228.72,9635
14,Katerina’s Café,25.4,8411
14,Hippokampos,28.45,6895
14,Katerina’s Café,18.35,9617
14,Roberts and Sons,223.81,9405
14,Frydos Autosupply n' More,49.21,4948
14,Hippokampos,22.13,2540
14,Guy's Gyros,26.14,7354
15,Hallowed Grounds,11.98,7889
15,Brew've Been Served,3.71,7384
15,Hallowed Grounds,5.28,9617
15,Brew've Been Served,15.5,6816
15,Hallowed Grounds,5.95,8129
15,Brew've Been Served,19.87,9683
15,Hallowed Grounds,12.17,7108
15,Coffee Cameleon,19.93,2142
15,Brew've Been Served,11.47,9405
15,Brew've Been Served,6.58,7819
15,Brew've Been Served,11.23,1286
15,Brew've Been Served,19.24,7354
15,Coffee Cameleon,14.47,3547
15,Hallowed Grounds,78.69,6691
15,Coffee Cameleon,5.49,7253
15,Brew've Been Served,4.92,4795
15,Brew've Been Served,3.14,4948
15,Brew've Been Served,5.75,8411
15,Brew've Been Served,14.06,3484
15,Hallowed Grounds,14.33,3492
15,Brew've Been Served,8.42,5368
15,Hallowed Grounds,15.27,1310
15,Brew've Been Served,49.7,4434
15,Brew've Been Served,15.58,3853
15,Coffee Cameleon,56.31,2418
15,Brew've Been Served,12.39,5407
15,Brew've Been Served,3.47,8202
15,Hallowed Grounds,14.39,2681
15,Brew've Been Served,18.58,6901
15,Carlyle Chemical Inc.,3608.08,7792
15,Nationwide Refinery,1903.77,9152
15,Nationwide Refinery,1391.24,9735
15,Stewart and Sons Fabrication,4545.38,9152
15,Stewart and Sons Fabrication,4740.68,9735
15,Nationwide Refinery,3004.98,7792
15,Bean There Done That,5.34,9635
15,Jack's Magical Beans,11.15,6899
15,Brewed Awakenings,91.62,2540
15,Bean There Done That,93.13,1877
15,Brewed Awakenings,3.62,8332
15,Bean There Done That,18.96,1321
15,Bean There Done That,15.24,6895
15,Jack's Magical Beans,5.3,9241
15,Jack's Magical Beans,84.06,8156
15,Jack's Magical Beans,19.54,2463
15,Abila Airport,3152.41,8642
15,Kalami Kafenion,22.39,8156
15,Ouzeri Elian,8.93,7253
15,Hippokampos,36.7,8332
15,Hippokampos,118.89,9683
15,Katerina’s Café,24.15,7792
15,Katerina’s Café,88.56,2418
15,Guy's Gyros,14.37,1415
15,Abila Zacharo,31,7889
15,Ouzeri Elian,12.9,3484
15,Hippokampos,13,6899
15,Abila Zacharo,23.51,7688
15,Katerina’s Café,55.6,1286
15,Ouzeri Elian,36.47,1321
15,Kalami Kafenion,26.17,1874
15,Kalami Kafenion,37.15,8411
15,Kalami Kafenion,38.5,5407
15,Hippokampos,8.75,9405
15,Gelatogalore,9.61,2463
15,Ouzeri Elian,25.7,5368
15,Hippokampos,82.61,2540
15,Guy's Gyros,49.34,7354
15,Hippokampos,32.4,1877
15,Ouzeri Elian,22.86,7108
15,Guy's Gyros,15.89,2142
15,Abila Zacharo,88.83,9635
15,Kalami Kafenion,47.86,6895
15,Guy's Gyros,12.19,6691
15,Gelatogalore,24.96,7117
15,Guy's Gyros,16.58,8202
15,Abila Zacharo,20.44,7384
15,Ouzeri Elian,26.61,8129
15,Gelatogalore,31.21,3853
15,Gelatogalore,39.4,7819
15,Abila Zacharo,33.8,3547
15,Gelatogalore,42.36,2681
15,Guy's Gyros,25.58,9617
15,Katerina’s Café,12.12,1310
15,Hippokampos,118.23,4434
15,Abila Zacharo,24.53,3492
15,Abila Zacharo,46.82,4948
15,Kronos Pipe and Irrigation,2564,4530
15,Kalami Kafenion,28.82,6901
15,Carlyle Chemical Inc.,1112.04,7792
15,Maximum Iron and Steel,4788.22,4530
15,Abila Airport,875.87,8642
15,Carlyle Chemical Inc.,1392.73,7792
15,Ouzeri Elian,28.86,9241
15,Katerina’s Café,39.23,3492
15,Frydos Autosupply n' More,18.91,2540
15,Guy's Gyros,98.04,3484
15,Hippokampos,13.02,1415
15,Guy's Gyros,31.04,4434
15,General Grocer,126.2,7819
15,Katerina’s Café,25.08,8129
15,Katerina’s Café,29.84,2142
15,Guy's Gyros,28.75,7354
15,Frydos Autosupply n' More,235.27,9683
15,Katerina’s Café,11.45,9617
15,Guy's Gyros,44.91,5368
15,Guy's Gyros,36.35,6816
15,Hippokampos,35.12,9635
15,Shoppers' Delight,162,8332
15,Hippokampos,11.8,7688
15,Katerina’s Café,29.33,8411
15,Hippokampos,10.35,1321
15,Katerina’s Café,39.63,1310
15,Hippokampos,16.37,1877
15,Katerina’s Café,61.61,8202
15,Ouzeri Elian,23.18,6899
15,Katerina’s Café,29.66,2418
15,Frydos Autosupply n' More,18.66,1874
15,Albert's Fine Clothing,228.15,7117
15,Frydos Autosupply n' More,276.88,4948
15,Guy's Gyros,61.43,3853
15,Katerina’s Café,13.77,7253
15,Guy's Gyros,27.01,1286
15,Ouzeri Elian,8.57,2681
15,Hippokampos,101.14,6895
15,Katerina’s Café,27.48,3547
15,Hippokampos,37.16,8156
16,Kronos Mart,298.83,7108
16,Brew've Been Served,25.05,5368
16,Brew've Been Served,8.18,7354
16,Brew've Been Served,19.9,3484
16,Coffee Cameleon,67.19,3547
16,Hallowed Grounds,13.84,7889
16,Hallowed Grounds,18.2,7108
16,Hallowed Grounds,17.74,3492
16,Hallowed Grounds,17.92,8129
16,Brew've Been Served,7.31,7384
16,Hallowed Grounds,44.98,9617
16,Hallowed Grounds,9.6,1310
16,Brew've Been Served,12.67,1286
16,Brew've Been Served,4.7,4795
16,Brew've Been Served,83.84,4948
16,Hallowed Grounds,7.22,1874
16,Brew've Been Served,12.83,6816
16,Brew've Been Served,4.33,9683
16,Brew've Been Served,5.82,3853
16,Coffee Cameleon,63.14,2418
16,Hallowed Grounds,72.61,9405
16,Brew've Been Served,16.67,6901
16,Hallowed Grounds,12.19,9551
16,Hallowed Grounds,18.23,6691
16,Brew've Been Served,90.33,8202
16,Brew've Been Served,17.44,4434
16,Hallowed Grounds,4.6,2681
16,Brew've Been Served,16.9,7819
16,Brew've Been Served,11.21,8411
16,Abila Airport,1676.53,3506
16,Carlyle Chemical Inc.,419.93,7792
16,Nationwide Refinery,1494.44,9735
16,Stewart and Sons Fabrication,940.3,3506
16,Nationwide Refinery,4742.67,7792
16,Stewart and Sons Fabrication,4543.31,9735
16,Coffee Shack,10.48,7117
16,Bean There Done That,19.82,1415
16,Bean There Done That,12.33,9635
16,Brewed Awakenings,17.91,7688
16,Jack's Magical Beans,9.12,6899
16,Brewed Awakenings,6.53,2540
16,Bean There Done That,5.56,1877
16,Brewed Awakenings,6.39,8332
16,Bean There Done That,98.34,1321
16,Bean There Done That,17.4,6895
16,Jack's Magical Beans,14.86,9241
16,Jack's Magical Beans,12.56,8156
16,Jack's Magical Beans,6.95,2463
16,Nationwide Refinery,2047.28,3506
16,Abila Airport,3917.3,8642
16,Katerina’s Café,11.08,9683
16,Katerina’s Café,27.82,7688
16,Hippokampos,17.66,8332
16,Abila Zacharo,64.71,1286
16,Abila Airport,3138.98,2276
16,Hippokampos,26.15,8156
16,Guy's Gyros,31.48,7889
16,Katerina’s Café,34.9,7792
16,Hippokampos,36.17,6899
16,Katerina’s Café,34.02,3484
16,Katerina’s Café,39.74,5407
16,Abila Zacharo,31.31,3547
16,Guy's Gyros,10.27,9551
16,Hippokampos,16.53,7253
16,Hippokampos,10.38,2540
16,Gelatogalore,12.33,2463
16,Hippokampos,13.05,6691
16,Hippokampos,31.14,1415
16,Gelatogalore,22.19,9405
16,Abila Zacharo,69.27,4795
16,Guy's Gyros,29.7,7819
16,Hippokampos,14.89,1321
16,Katerina’s Café,38.32,5368
16,Guy's Gyros,13.48,6816
16,Hippokampos,18.18,7354
16,Ouzeri Elian,12.47,3853
16,Kalami Kafenion,9.27,8202
16,Ouzeri Elian,18.27,2142
16,Abila Zacharo,36.02,7108
16,Kalami Kafenion,91.38,9635
16,Abila Zacharo,24.38,4948
16,Gelatogalore,32.4,1874
16,Hippokampos,29.93,9617
16,Kalami Kafenion,11.83,3492
16,Kalami Kafenion,8.86,7384
16,Hippokampos,8.07,1310
16,Hippokampos,30.02,8411
16,Abila Zacharo,8.43,6901
16,Ouzeri Elian,8.52,2418
16,Ouzeri Elian,8.47,7117
16,Guy's Gyros,32.8,1877
16,Octavio's Office Supplies,131.01,5368
16,Abila Scrapyard,1897.05,2276
16,Gelatogalore,10.62,4434
16,Carlyle Chemical Inc.,1814.24,7792
16,Katerina’s Café,93.68,8411
16,Guy's Gyros,25.57,7384
16,Guy's Gyros,8.31,3484
16,Katerina’s Café,10.93,7889
16,Guy's Gyros,37.8,4795
16,Frydos Autosupply n' More,53.37,1874
16,Katerina’s Café,34.34,3547
16,Katerina’s Café,69.3,5407
16,Albert's Fine Clothing,283.38,7117
16,Katerina’s Café,18.79,8129
16,Guy's Gyros,28.27,6901
16,Hippokampos,29.13,1321
16,Guy's Gyros,111.31,9683
16,Guy's Gyros,25.78,3853
16,Guy's Gyros,30.76,6816
16,Katerina’s Café,13.91,9617
16,Ouzeri Elian,23.89,6899
16,Albert's Fine Clothing,91.71,7819
16,Katerina’s Café,35.43,2418
16,Roberts and Sons,155.76,4434
16,Ouzeri Elian,22.65,2681
16,Ouzeri Elian,9.91,9551
16,Katerina’s Café,30.84,9405
16,Guy's Gyros,11.31,7108
16,Katerina’s Café,19.44,2142
16,Katerina’s Café,30.56,8202
16,Hippokampos,114,6895
16,Hippokampos,27.74,2463
16,Shoppers' Delight,160.69,1877
16,Shoppers' Delight,16.84,1286
16,Katerina’s Café,34.58,3492
16,Roberts and Sons,240.66,7354
16,Frydos Autosupply n' More,130.01,4948
16,Hippokampos,12.47,8332
16,Hippokampos,20.84,7688
16,Ouzeri Elian,29.99,9241
17,Brew've Been Served,52.56,7384
17,Hallowed Grounds,3.25,1310
17,Hallowed Grounds,14.58,7889
17,Brew've Been Served,11.69,5368
17,Coffee Cameleon,10.27,3547
17,Hallowed Grounds,15.98,9617
17,Hallowed Grounds,10.52,8129
17,Brew've Been Served,8.07,4948
17,Coffee Cameleon,6.81,7253
17,Hallowed Grounds,18.6,1874
17,Coffee Cameleon,9.16,6816
17,Hallowed Grounds,9.72,5010
17,Brew've Been Served,10.52,7354
17,Hallowed Grounds,5.52,6691
17,Brew've Been Served,19.39,4795
17,Brew've Been Served,13.66,3484
17,Hallowed Grounds,38.22,3492
17,Hallowed Grounds,9.4,9551
17,Brew've Been Served,16.62,9405
17,Coffee Cameleon,7.49,2418
17,Kronos Mart,286.24,1415
17,Brew've Been Served,9.3,8202
17,Brew've Been Served,18.15,5407
17,Hallowed Grounds,6.39,2681
17,Coffee Cameleon,14.99,4434
17,Brew've Been Served,3.09,3853
17,Brew've Been Served,5.29,6901
17,Brew've Been Served,14.58,8411
17,Brew've Been Served,15.46,7819
17,Brew've Been Served,51.04,1286
17,Stewart and Sons Fabrication,1753.17,9735
17,Coffee Shack,19.16,7117
17,Bean There Done That,19.67,1415
17,Bean There Done That,8.21,9635
17,Brewed Awakenings,8.16,7688
17,Jack's Magical Beans,7.57,6899
17,Brewed Awakenings,88.69,2540
17,Bean There Done That,19.56,1877
17,Brewed Awakenings,6,8332
17,Bean There Done That,18.72,1321
17,Bean There Done That,5.77,6895
17,Jack's Magical Beans,19.11,9241
17,Abila Zacharo,68.78,8332
17,Kalami Kafenion,140.78,7253
17,Hippokampos,38.21,2418
17,Gelatogalore,15.84,8156
17,Guy's Gyros,8.64,7688
17,Guy's Gyros,22.18,3484
17,Hippokampos,14.57,4795
17,Abila Zacharo,15.95,5010
17,Hippokampos,15.77,6816
17,Gelatogalore,23.23,9635
17,Kalami Kafenion,105.32,2463
17,Ouzeri Elian,14.01,1415
17,Guy's Gyros,39.14,3853
17,Hippokampos,52.31,1286
17,Kalami Kafenion,39.43,5407
17,Kalami Kafenion,27.7,9405
17,Gelatogalore,37.3,1310
17,Abila Zacharo,14.51,2142
17,Katerina’s Café,21.01,3547
17,Abila Zacharo,79.67,7354
17,Gelatogalore,18.1,2681
17,Katerina’s Café,13.11,1321
17,Chostus Hotel,114.22,9683
17,Kalami Kafenion,20.02,1874
17,Gelatogalore,34.59,7819
17,Hippokampos,108.35,9617
17,Kalami Kafenion,24.21,8411
17,Katerina’s Café,35.52,4434
17,Chostus Hotel,159.62,2540
17,Guy's Gyros,32.31,6901
17,Gelatogalore,21.62,3492
17,Hippokampos,21.81,1877
17,Kalami Kafenion,27.73,7108
17,Guy's Gyros,15.12,8202
17,Guy's Gyros,21.1,7117
17,Abila Zacharo,51.95,5368
17,Katerina’s Café,70.72,4948
17,Ouzeri Elian,26.1,8129
17,Katerina’s Café,22.18,3492
17,Guy's Gyros,19.68,6816
17,Hippokampos,19.76,7117
17,Ouzeri Elian,38.6,6899
17,Albert's Fine Clothing,1239.41,1321
17,Guy's Gyros,16.83,6901
17,Guy's Gyros,35.1,4795
17,Katerina’s Café,34.93,8129
17,Frydos Autosupply n' More,124.52,4948
17,Hippokampos,8.92,2540
17,Shoppers' Delight,155.01,7384
17,Katerina’s Café,21.22,1310
17,Ouzeri Elian,70.21,9241
17,Guy's Gyros,37.55,3484
17,Katerina’s Café,36.12,8202
17,Katerina’s Café,19.09,7253
17,Guy's Gyros,8.31,7819
17,Shoppers' Delight,289.33,1286
17,Guy's Gyros,8.54,3853
17,Katerina’s Café,72.13,7889
17,Ouzeri Elian,35.81,9551
17,Ouzeri Elian,26.4,2681
17,General Grocer,98.03,7108
17,Frydos Autosupply n' More,260.08,7354
17,Hippokampos,11.93,7688
17,Katerina’s Café,38.21,2142
17,Guy's Gyros,29.71,9683
17,Katerina’s Café,33.73,5407
17,Katerina’s Café,27.49,9405
17,Guy's Gyros,55.4,4434
17,Frydos Autosupply n' More,67.29,5368
17,Hippokampos,38.19,2463
17,Hippokampos,12.86,9635
18,Chostus Hotel,600,5010
18,Abila Zacharo,111.93,8156
18,Abila Zacharo,25.59,2540
18,Katerina’s Café,34.54,6691
18,Ouzeri Elian,33.57,6895
18,Kalami Kafenion,30.12,5368
18,Hippokampos,100.11,1877
18,Abila Zacharo,18.45,7253
18,Guy's Gyros,55.21,7384
18,Guy's Gyros,27.4,1874
18,Kalami Kafenion,38.91,2463
18,Abila Zacharo,16.59,9551
18,Katerina’s Café,19.3,3484
18,Ouzeri Elian,25.75,3547
18,Kalami Kafenion,24.14,1321
18,Gelatogalore,84.38,2681
18,Katerina’s Café,37.26,8411
18,Kalami Kafenion,42.73,8202
18,Katerina’s Café,96.36,7688
18,Guy's Gyros,47.89,9617
18,Katerina’s Café,24.14,7819
18,Kalami Kafenion,53.36,6901
18,Ahaggo Museum,55.55,1286
18,Ahaggo Museum,120.2,7384
18,Albert's Fine Clothing,35.66,6895
18,Frydos Autosupply n' More,103.41,5368
18,General Grocer,477.6,3547
18,Frydos Autosupply n' More,361.54,1874
18,Shoppers' Delight,258.33,8156
18,Roberts and Sons,62.47,7253
18,Frydos Autosupply n' More,103.55,1877
18,Frydos Autosupply n' More,120.67,2463
18,Albert's Fine Clothing,189.52,6691
18,Frank's Fuel,52.66,9635
18,Frydos Autosupply n' More,234.53,5407
18,Albert's Fine Clothing,226.49,8156
18,Guy's Gyros,39.68,3484
18,Katerina’s Café,21.63,8129
18,Roberts and Sons,266.69,9617
18,Ouzeri Elian,57.63,6899
18,Hippokampos,21.34,1321
18,Guy's Gyros,28.07,5368
18,Ouzeri Elian,61.56,9551
18,Katerina’s Café,8.14,7889
18,Katerina’s Café,22.74,1874
18,Katerina’s Café,33.41,4434
18,Hippokampos,27.21,6895
18,Katerina’s Café,35.79,6691
18,Abila Zacharo,21.29,4795
18,Hippokampos,53.21,2463
18,Kalami Kafenion,71.14,9635
18,Guy's Gyros,78.36,6816
18,Hippokampos,63.21,8332
18,Roberts and Sons,125.35,7688
18,Katerina’s Café,11.19,8202
18,Ouzeri Elian,14.9,2681
18,Katerina’s Café,16.48,4948
18,Katerina’s Café,76.1,3547
18,Katerina’s Café,33.63,1310
18,Katerina’s Café,32.68,2418
18,Hippokampos,49.21,1286
18,Katerina’s Café,17.37,9405
18,Katerina’s Café,45.88,8411
18,General Grocer,108.49,6901
18,Katerina’s Café,19.31,7354
18,Hippokampos,72.5,1415
18,Katerina’s Café,9.72,3853
18,Katerina’s Café,37.21,7819
18,Hippokampos,29.21,1877
18,Hippokampos,55.03,7117
19,Kronos Mart,87.66,3484
19,Kronos Mart,194.51,9551
19,Kronos Mart,150.36,8332
19,Desafio Golf Course,150.07,8156
19,Desafio Golf Course,145.72,7688
19,Katerina’s Café,35.01,7354
19,Gelatogalore,22.36,6895
19,Katerina’s Café,70.22,4795
19,Ahaggo Museum,26.91,9241
19,Ouzeri Elian,23.65,3484
19,Hippokampos,64.37,2142
19,Desafio Golf Course,190.91,8332
19,Katerina’s Café,26.76,4434
19,Katerina’s Café,12.78,1310
19,Ouzeri Elian,45.32,7384
19,Katerina’s Café,54.2,3492
19,Abila Zacharo,47.8,6901
19,General Grocer,70.22,6895
19,Desafio Golf Course,110.02,2463
19,Frydos Autosupply n' More,56.09,3484
19,Albert's Fine Clothing,274.66,2142
19,Desafio Golf Course,148.22,5010
19,Frydos Autosupply n' More,209.76,4795
19,Katerina’s Café,72.25,3547
19,Hippokampos,101.25,9635
19,Hippokampos,48.23,8332
19,Hippokampos,88.27,1321
19,Hippokampos,46.32,6895
19,Guy's Gyros,65.21,7384
19,Guy's Gyros,23.21,1286
19,Guy's Gyros,58.35,3484
19,Frydos Autosupply n' More,98.04,9405
19,Guy's Gyros,25.79,5010
19,Ouzeri Elian,67.98,6899
19,Ouzeri Elian,32.77,9551
19,Guy's Gyros,100.36,6816
19,Katerina’s Café,34.03,7889
19,Shoppers' Delight,30.39,2142
19,Hippokampos,63.17,2463
19,Guy's Gyros,18.08,7354
19,Albert's Fine Clothing,254.29,2540
19,Katerina’s Café,33.79,1874
19,Guy's Gyros,36.87,7108
19,Hippokampos,78.96,1415
19,Guy's Gyros,37.48,9683
19,Katerina’s Café,38.9,9617
19,Guy's Gyros,20.94,3853
19,Guy's Gyros,31.94,4434
19,Guy's Gyros,39.6,6901
